Title,Company,Reference Code,Posted Date,Closing Date,Employment Mode,Salary,Vacancy,Location,Job Description,Skills & Requirements,Graduation Year,Fields of Study,Education Level (pursuing / obtained),Required Level of Work Experience,About Company,Application Methods,Address,Email,Phone,Fax,Website,Note,Nature of Business,Job Categories
Legal Affairs Officer,Luk Fook Holdings Company Limited,JIS00336025,2024-08-23,2024-09-21,"Full Time, Graduate",HKD ($) 25K - 28K per month,1,Shatin,"How You Will Do It:
-Draft and amend agreements, contracts, tenders and other legal documents under directions from Senior Legal Counsel and Legal Counsel

-Conduct legal research

-Maintaining legal filing and updating legal summaries

-Liaise with other internal departments and external law firms in handling the Groups legal or corporate matters","What we look for:
-University graduates

-At least 3 years or above solid working experience in legal or related field

-Good drafting skills with high level of accuracy in work, attentive to details

-Conscientious, independent, self-motivated with strong organization skills

-Good command of both written and spoken English, Chinese and Mandarin

-Proficient in MS Office and Chinese word-processing

-Work in Shek Mun area

-Immediate availability is preferred

**Candidate with more experiences will be considered for the post of Senior Legal Affairs Officer**

What we offer:
-Development opportunities
-5 day work week
-Bank Holiday
-Birthday Leave / Marriage Leave / Full Paid Sick Leave
-Discretionary Year End Bonus / Mid-Year Bonus
-Medical Insurance
-Wedding Gift / Newborn Gift
-Staff Discount
  Interested parties, please send your application with detailed resume including academic qualification, career history, current and expected salary by clicking “APPLY NOW”.
  Luk Fook Group is an Equal Opportunity Employer. All applications received will be treated in strict confidentiality and be used exclusively for employment purpose only. It is our policy to retain the personal data of unsuccessful applicants for future recruitment reference purpose for a period of not longer than 6 months. When there are vacancies in our subsidiary or associated companies during that period, we may transfer your application to them for consideration. Thereafter, your application together with all materials you provide will be disposed of.",2021 - 2024,Any Discipline,"Higher Diploma / Associate Degree, Bachelor, Master / Postgraduate Diploma",3 years,"The Group principally engages in the sourcing, designing, wholesaling, trademark licensing and retailing of a variety of gold and platinum jewellery and gem-set jewellery products, with a total of over 3,470 points of sale worldwide. The Group will continue to identify new business opportunities in the international markets in response to its corporate vision, “Brand of Hong Kong, Sparkling the World”.",,"Luk Fook Holdings Company Limited, 25/F, Metropole Square, No.2 On Yiu Street, Shek Mun, Shatin, N.T., Hong Kong",hr@lukfook.com,27832523,23744393,http://www.lukfook.com/,,Consumer Goods / Retail,Legal / Compliance
"2024 Graduate Position - Accountant, Audit & Assurance Services (Dec 2024/Jan 2025 Intake)",RSM Hong Kong,JIS00335966,2024-08-23,2024-09-21,"Full Time, Graduate",Negotiable,20,"Causeway Bay, Hong Kong","Responsibilities:
● Develop an understanding of RSM audit approach, methodology and tools.
● Participate in audits in a variety of tasks including controls testing and walkthroughs.
● Perform analytical review of audit documents.
● Review client accounting and operating procedures, as well as systems of internal control.
● Identify accounting and auditing issues; perform research to solve issues that arise.
● Prepare financial statement reports and documentation.
● Carry out administrative duties as required.","Requirements:
● Degree in Accountancy preferred.
● Good oral and written communication skills in English and Chinese (Cantonese & Putonghua).
● Strong analytical and problem-solving skills.",2023 - 2024,Accounting & Finance,"Master / Postgraduate Diploma, Bachelor",None,"THE POWER OF BEING UNDERSTOOD 
RSM Hong Kong was established in 1975 and is today one of the leading accounting and consulting firms in Hong Kong, offering services to local, mainland China and international clients.
RSM Hong Kong is a member firm of RSM, the world’s 6th largest global network of independent audit, tax and consulting firms, encompassing across 120 countries, 820 offices with over 64,000 people internationally and a total network fee income of US$9.4 billion. RSM Hong Kong offers a truly international service and enjoys a client list comprising successful individuals and companies of all sizes, with different needs and from all parts of the world.
The services we offer to our clients are unique, like you, and we welcome and respect people’s individuality, which helps contributing to innovation and success. The commitment to our people’s personal development, to our clients and to our community has given RSM Hong Kong a strong reputation that helps us to attract and retain the best people.",,"29/F, Lee Garden Two, 28 Yun Ping Road, Causeway Bay, Hong Kong",,852 2598 5123,852 2598 7230,https://alt.jotfor.ms/232332939265460,"RSM Hong Kong offers attractive rewards package and promising career prospects to the right candidates. Applicants please visit our website and submit online application.
Enquiry email : graduate@rsmhk.com
(Data collected will be used for recruitment purpose only)",Accounting / Audit / Taxation,Accounting / Auditing / Tax
兼職 到校面試培訓導師,Royal Learning Group Limited,JIS00336021,2024-08-23,2024-09-20,"Part Time, Graduate",Negotiable,1,"Hong Kong Island, Kowloon, New Territories","職責﹕
教授公司安排的到校面試課程, 主要對象為小學生
控制課堂秩序
   ","要求﹕
對教學有熱誠
良好的中英文讀寫能力
大學程度或以上學歷
中文及英文的DSE成績達level 3或以上或相等學歷
具有最少3個月的教學經驗 或 最少1年需與人交流的工作經驗
工作時間：星期一至五 14:00-18:00 或 星期六 08:00-18:00 (按照導師已選擇的到校面試培訓課程)
工作地點: 港九新界  (按照導師已選擇的到校面試培訓課程)
薪金: $150/ 小時
有意應徵者請點擊下列連結直接whatsapp聯絡 6360 4287
https://wa.me/85263604267/?text=有意申請應徵%0D%0A兼職-到校面試培訓導IC-000
Ref no.: IC-000",2019 - 2026,Any Discipline,Bachelor,1 year,"Royal Learning Group Limited has been providing secondary school interview training and education consultancy services for thousands of students and their parents since it first founded in 2008. We are committed to fostering students’ self-directed learning ability. Providing over 50 education products and services customized for the need of preschoolers, primary and junior secondary students, we strive to help students reach their full potential.
With the “people-oriented” education philosophy in mind, we too identify the development of our people as the top priority. We continue to develop and foster our people, offer learning opportunity for continual career growth. Our aim is to recruit diverse talent who could grow and evolve with our organization.
To learn more about our group:
。Royal Learning Centre: Secondary school interview training centre
www.royallearning.com
。Joy and Hope Tutorial Centre
www.joyandhope.edu.hk
。Cordate Education Centre
www.cordate.com.hk",,"Room D2C, 10/F, HK Spinners Industrial Building Phase 5, 760 Cheung Sha Wan Road, Lai Chi Kok, Kowloon, Hong Kong",hr@rlg.hk,6360 4267,,https://wa.me/85263604267/?text=有意申請應徵%0D%0A兼職-到校面試培訓導師IC-000,,Education,Education
兼職 數學專科班導師,Royal Learning Group Limited,JIS00336020,2024-08-23,2024-09-20,"Part Time, Graduate",Negotiable,1,港九新界,"職責:
教授公司安排的數學課程，主要對象為小學生
控制課堂秩序
 ","要求﹕
對教學有熱誠
良好的中英文讀寫能力
大學程度或以上學歷
中文及英文的DSE成績達level 3或以上或相等學歷
數學的DSE成績達level 5或以上 或以上或相等學歷
具有最少3個月的教學經驗 或 最少1年需與人交流的工作經驗
工作時間：星期一至五 14:00-18:00 或 星期六 08:00-18:00 (按照導師已選擇的到校面試培訓課程)
工作地點: 港九新界  (按照導師已選擇的到校面試培訓課程)
薪金: $200/ 小時
有意應徵者請點擊下列連結直接 whatsapp聯絡 6360 4267
https://wa.me/85263604267/?text=有意申請應徵%0D%0A兼職-數學專科班導師OM-000
Ref no.: OM-000",2019 - 2026,Any Discipline,Bachelor,1 year,"Royal Learning Group Limited has been providing secondary school interview training and education consultancy services for thousands of students and their parents since it first founded in 2008. We are committed to fostering students’ self-directed learning ability. Providing over 50 education products and services customized for the need of preschoolers, primary and junior secondary students, we strive to help students reach their full potential.
With the “people-oriented” education philosophy in mind, we too identify the development of our people as the top priority. We continue to develop and foster our people, offer learning opportunity for continual career growth. Our aim is to recruit diverse talent who could grow and evolve with our organization.
To learn more about our group:
。Royal Learning Centre: Secondary school interview training centre
www.royallearning.com
。Joy and Hope Tutorial Centre
www.joyandhope.edu.hk
。Cordate Education Centre
www.cordate.com.hk",,"Room D2C, 10/F, HK Spinners Industrial Building Phase 5, 760 Cheung Sha Wan Road, Lai Chi Kok, Kowloon, Hong Kong",hr@rlg.hk,6360 4267,,https://wa.me/85263604267/?text=有意申請應徵%0D%0A兼職-數學專科班導師OM-000,,Education,Education
Marketing Trainee,Noblesse Living Limited,JIS00336016,2024-08-23,2024-09-21,"Full Time, Graduate",HKD ($) 15K - 18K per month,1,Central,"Assist to implement marketing campaigns and brand promotions
Create creative content for digital marketing initiatives, including reals, short videos, photography and visually appealing graphics
Manage social media accounts, including posting and app push scheduling
Conduct research and implement innovative ideas to enhance our marketing strategy
In charge of website management, data analysis for our media channels
To liaise with existing stakeholders and explore new collaborations from external parties
Edit and translate marketing materials for events and interviews
Handle press enquiries
Undertake other ad-hoc tasks and provide administrative support to team as assigned","Degree in Marketing, Communications or related field is a plus
Proficiency in spoken English and Cantonese, as well as strong English and Chinese writing
Good command of using social media management tools, analytics platforms and scheduling software
Creative thinker with the ability to generate engaging content
Strong attention to detail and ability to follow instructions in a timely manner
Intermediate to advanced proficiency in Adobe Photoshop and Illustrator
Self-driven to stay on trend of retail, business and technology developments",2021 - 2024,Any Discipline,Bachelor,None,"Beyond Sleep is the exclusive retailer in Hong Kong, distributing a number of high-end and eco-friendly imported European furniture brands, specialising in sustainable Beds, Bedroom Furniture and Bedding Accessories. You may find more information about us at our company website: https://www.beyondsleep.com.hk. We aim not only to bring high quality beds and bedding products to our customer, but also to promote the importance of natural and sustainable sleep by organising occasion events, exhibitions and interactive workshops in our store.
We are currently seeking innovative, passionate, intelligent and proactive young talents to join our marketing team. This influential team is responsible for bringing creative ideas to our culture.",,,accounts@beyondsleep.com.hk,,,,"Interested young talents, please send your CV and Cover Letter to us
The information provided will be treated in strict confidence and used for recruitment purpose only",Consumer Goods / Retail,Marketing / Market Research
Graphic & Packaging Designer (Visual Merchandising Dept.),Luk Fook Holdings Company Limited,JIS00336029,2024-08-23,2024-09-21,"Full Time, Graduate",HKD ($) 18K - 25K per month,1,Shatin,"How You Will Do It & What we look for:
-Diploma or above in graphics/ packaging design
-At Least 2 years or above working experience in graphic, packaging & print design
-Creative-outside of the box thinking personality with strong marketing sense
-Familiar with printing procedure
-Good knowledge of all materials and print finishing effects
-Proficient in Photoshop, Illustrator and InDesign
-Handle projects independently and communicate closely with other parties including internal departments, retail shops, external printing companies and related vendors is a must
-Capable to independently work under pressure and meet deadlines under tight schedule
-Occasional travel overseas is required
-Immediate available is preferred","Employer questions:
Your application will include the following questions:
-How many years' experience do you have as a Packaging Designer?
-Which of the following statements best describes your right to work in Hong Kong?
-What's your expected monthly basic salary?
-Do you have experience using Microsoft PowerPoint?
-Which of the following languages are you fluent in?
  What we offer:
-Development opportunities
-5 day work week
-Bank Holiday
-Birthday Leave / Marriage Leave / Full Paid Sick Leave
-Discretionary Year End Bonus / Mid-Year Bonus
-Medical Insurance
-Wedding Gift / Newborn Gift
-Staff Discount
  Interested parties, please send your application with detailed resume including academic qualification, career history, current and expected salary by clicking “APPLY NOW”.
  Luk Fook Group is an Equal Opportunity Employer. All applications received will be treated in strict confidentiality and be used exclusively for employment purpose only. It is our policy to retain the personal data of unsuccessful applicants for future recruitment reference purpose for a period of not longer than 6 months. When there are vacancies in our subsidiary or associated companies during that period, we may transfer your application to them for consideration. Thereafter, your application together with all materials you provide will be disposed of.",2021 - 2024,Any Discipline,"Higher Diploma / Associate Degree, Bachelor, Master / Postgraduate Diploma, Doctorate or above",2 years,"The Group principally engages in the sourcing, designing, wholesaling, trademark licensing and retailing of a variety of gold and platinum jewellery and gem-set jewellery products, with a total of over 3,480 points of sale worldwide. The Group will continue to identify new business opportunities in the international markets in response to its corporate vision, “Brand of Hong Kong, Sparkling the World”.",,"Luk Fook Holdings Company Limited, 25/F, Metropole Square, No.2 On Yiu Street, Shek Mun, Shatin, N.T., Hong Kong",hr@lukfook.com,27832523,23744393,http://www.lukfook.com/,,Consumer Goods / Retail,Creative / Design / Artist
"2025 Graduate Position - Consultant, Technology & Management Consulting (Aug 2025 Intake)",RSM Hong Kong,JIS00336013,2024-08-23,2024-09-21,"Full Time, Graduate",Negotiable,6,"Causeway Bay, Hong Kong","Responsibilities:
  ● Perform IT due diligence, cyber security review, IT audit and penetration testing.
● Participate to understand clients’ business/technical requirements as well as in system implementation – ERP and CRM.
● Handle and support other consulting services including IT strategy review, project management and business intelligence.","Requirements:
  ● Degree in Computer Science, Information Systems, or related disciplines.
● Good oral and written communication skills in English and Chinese (Cantonese & Putonghua).
● Strong analytical, troubleshooting and client servicing skills.
● Ability to work independently and willingness to travel.",2025,"Computer & Information Sciences, Information System Management, Information Systems & Analytics, Accounting & Finance","Master / Postgraduate Diploma, Bachelor",None,"THE POWER OF BEING UNDERSTOOD 
RSM Hong Kong was established in 1975 and is today one of the leading accounting and consulting firms in Hong Kong, offering services to local, mainland China and international clients.
RSM Hong Kong is a member firm of RSM, the world’s 6th largest global network of independent audit, tax and consulting firms, encompassing across 120 countries, 820 offices with over 64,000 people internationally and a total network fee income of US$9.4 billion. RSM Hong Kong offers a truly international service and enjoys a client list comprising successful individuals and companies of all sizes, with different needs and from all parts of the world.
The services we offer to our clients are unique, like you, and we welcome and respect people’s individuality, which helps contributing to innovation and success. The commitment to our people’s personal development, to our clients and to our community has given RSM Hong Kong a strong reputation that helps us to attract and retain the best people.",,"29/F, Lee Garden Two, 28 Yun Ping Road, Causeway Bay, Hong Kong",,852 2598 5123,852 2598 7230,https://form.jotform.com/242343546981462,"RSM Hong Kong offers attractive rewards package and promising career prospects to the right candidates. Applicants please visit our website and submit online application.
Enquiry email : graduate@rsmhk.com
(Data collected will be used for recruitment purpose only)
 ",Accounting / Audit / Taxation,IT / Programming
Graduate Engineer,P&T (M&E) Limited,JIS00336012,2024-08-23,2024-09-18,"Full Time, Graduate",HKD ($) 11.2K - 22K per month,11,"North Point, Quarry Bay Station MTR -Exit C","2024's Fresh Gradautes or on before
Provide HKIE ""Scheme A"" Graduate Training
Support engineering design and work, planning, check design documentation in compliance with company technical standards","AutoCAD, BIM knowledge",2024,"Building Services Engineering, Electrical / Electronic / Energy Engineering, Mechanical Engineering",Bachelor,None,"P&T (M&E) Limited was formed in 1984 to complement the other professional activities of the P&T group to offer complete service in building industry. The predecessor of the M&E section was Hong Kong Land’s in-house company. With more than 10 years prior experience of high tech, high density office design, we are immediately able to offer a high level of expertise and professionalism. 
P&T (M&E) Limited is committed to the aim to pursue excellence in the building services engineering field. Every endeavour has been made to develop innovation capabilities to meet the ever changing technology including Building Information Modelling (BIM), Modular Integrated Construction (MiC), Integrated Design for Manufacturer and Assembly (DfMA) and Multi-trade Integrated MEP (MiMEP).
www.p-t-group.com","Please address your application to : P&T (M&E) Limited, Graduate Engineer, E&M","30/F, 633 King's Road, North Point, Hong Kong",ptme@p-t-group.com,852 2836 0002,852 2836 0132,http://www.p-t-group.com,"Interested, please send the full resume, transcript(s) and latest academic results",Engineering,Engineering - Construction / Building Services
"2025 Graduate Position - Accountant, Audit & Assurance Services (Oct 2025 Intake)",RSM Hong Kong,JIS00336011,2024-08-23,2024-09-21,"Full Time, Graduate",Negotiable,50,"Causeway Bay, Hong Kong","Responsibilities:
● Develop an understanding of RSM audit approach, methodology and tools.
● Participate in audits in a variety of tasks including controls testing and walkthroughs.
● Perform analytical review of audit documents.
● Review client accounting and operating procedures, as well as systems of internal control.
● Identify accounting and auditing issues; perform research to solve issues that arise.
● Prepare financial statement reports and documentation.
● Carry out administrative duties as required.","Requirements:
● Degree in Accountancy preferred.
● Good oral and written communication skills in English and Chinese (Cantonese & Putonghua).
● Strong analytical and problem-solving skills.",2025,Accounting & Finance,"Master / Postgraduate Diploma, Bachelor",None,"THE POWER OF BEING UNDERSTOOD 
RSM Hong Kong was established in 1975 and is today one of the leading accounting and consulting firms in Hong Kong, offering services to local, mainland China and international clients.
RSM Hong Kong is a member firm of RSM, the world’s 6th largest global network of independent audit, tax and consulting firms, encompassing across 120 countries, 820 offices with over 64,000 people internationally and a total network fee income of US$9.4 billion. RSM Hong Kong offers a truly international service and enjoys a client list comprising successful individuals and companies of all sizes, with different needs and from all parts of the world.
The services we offer to our clients are unique, like you, and we welcome and respect people’s individuality, which helps contributing to innovation and success. The commitment to our people’s personal development, to our clients and to our community has given RSM Hong Kong a strong reputation that helps us to attract and retain the best people.",,"29/F, Lee Garden Two, 28 Yun Ping Road, Causeway Bay, Hong Kong",,852 2598 5123,852 2598 7230,https://form.jotform.com/242342776030451,"RSM Hong Kong offers attractive rewards package and promising career prospects to the right candidates. Applicants please visit our website and submit online application.
Enquiry email : graduate@rsmhk.com
(Data collected will be used for recruitment purpose only)",Accounting / Audit / Taxation,Accounting / Auditing / Tax
Sales Manager,Dragon Wealth Enterprises Limited,JIS00336009,2024-08-23,2024-09-20,"Full Time, Graduate",HKD ($) 20K - 35K per month,1,Sai Kung,"Responsible for developing new business and expanding the existing business in assigned areas
Prepare and submit a weekly sales call plan and sales call summary to Department Head monthly
Maintain liaison with the competitors through personal contacts and industry associations and meetings. Keep abreast of competitors’ sales activities, clients and promotions. Collect and keep up-to-date information concerning all competitors including details of the facilities and accounts
Supply sufficient supportive data to the Executive Assistant Manager - Sales & Marketing to produce the marketing plan and for budget planning
Deal with incentive groups, negotiate and conclude business contracts with in the best interest of hotel
Attend major functions i.e. trade show, local exhibitions and associations meetings to promote sales for the hotel
Organize hotel inspections and familiarization tours whenever required
Aggressively pursue conference and meeting business from all accounts and solicit new business in this area
To coordinate with the function organizer, monitor banquet activities and make sure that every function runs smoothly
Trace the final status of group reservations and follow up on the room requirements, meal arrangements, special functions, transportation, etc.
Deal with customers’ complaints and comments
Perform any other duties as assigned by Supervisors or Department Head
Responsible for developing new business and expanding the existing business in assigned areas","Diploma holder or above in Sales & Marketing or Hotel Management or related disciplines
Minimum 2 years’ experience in supervisory level in hotel sales department
Excellent interpersonal, communication and negotiation skills
Excellent command of both written and spoken English, Cantonese and Mandarin",2021 - 2024,Hotel & Tourism Management,Higher Diploma / Associate Degree,2 years,"Permanent Staff Enjoy全職員工可享:
Competitive Pay 可觀薪金
5-Day Work Week 五天工作周
Medical Benefits 醫療褔利
Discretionary Bonus 酌情性花紅
On-the-job Training 在職培訓
Promotion 升遷機會
Marriage Leave 婚假
Annual Leave 有薪年假
Duty Meal 免費膳食
Compassionate Leave 恩恤假
Staff Activities 員工活動
Transportation Allowance 交通津貼",Please address your application to : Mr. To,"28 Wai Man Road, Sai Kung, N.T.",recruit@wmhotel.hk,2196 6888,,http://www.wmhotel.hk/en/home.html,,Hospitality / Catering / Tourism,"Sales / Account Servicing / Business Development
Customer Services - Retail / Hotel / Tourism and Others"
Catering Sales Manager,Dragon Wealth Enterprises Limited,JIS00336007,2024-08-23,2024-09-20,"Full Time, Graduate",HKD ($) 20K - 24K per month,1,Sai Kung,"Identify new business opportunities and enhance sales on events and catering to achieve company’s goals
Develop strategic planning on event, project management and budget control
Maintain good relationship with guests and ensure professional interactions with local communities and business network
Drive and lead events from initial concept to final delivery to meet clients’ objectives
Prepare proposal and presentation to clients
Liaise with operation & F&B teams to ensure events are delivered professionally
Conduct market research on competitors’ analysis and market trend
To perform any other tasks as assigned by the supervisor or Department Head","Diploma or above in Hospitality Management or related disciplines
Minimum 6 year of catering / event sales experience in hospitality industry
Good interpersonal and communication skills
Proactive, innovative, mature, service-oriented and result-oriented
Proficiency in computer software application
Excellent command of both written and spoken English, Cantonese and Mandarin",2021 - 2023,Hotel & Tourism Management,Bachelor,6 years,"WM Hotel Hong Kong, Vignette Collection is a newly built hotel and resort which is located inshore at the city of Sai Kung in Hong Kong, equipped with 260 guestrooms, most of the guestrooms overlooking the sea with balcony, food and beverage facilities, health centre, swimming pool, shopping arcade, car park and etc. We are sincerely inviting high calibre and energetic individuals to join our Team.
Vignette Collection is a diverse group of luxury hotels with a fresh focus, offering guests a more authentic and thoughtful way to travel.
We’ve created a collection brand that gives guests and colleagues an inspiring new choice. One that puts people at the heart of everything we do, to reframe luxury hospitality for the better.
WM Hotel Hong Kong, Vignette Collection是一所位於香港西貢市中心全新興建的近海度假式酒店，酒店擁有260間客房，其大部份房間均建有陽台及可眺望海景，更備有餐飲設施，健身中心，泳池，商店及停車場等。 我們誠邀有幹勁並對工作充滿熱誠的您，加入我們這個大家庭。
Vignette Collection 洲至奢選是一家連鎖多元化豪華飯店品牌，為賓客打造更道地、更貼心的旅行方式。
我們打造的系列品牌為賓客和同事提供了許多選擇，不僅富有新意，更能激發靈感。我們的品牌以人為本，重新定義豪華待客之道。
我們的每家飯店都獨具風格，述說著各自的故事與來歷。讓我們攜手，一起走得更遠。 ",Please address your application to : Mr. To,"28 Wai Man Road, Sai Kung, N.T.",recruit@wmhotel.hk,2196 6888,,http://www.wmhotel.hk/en/home.html,,Hospitality / Catering / Tourism,"Customer Services - Retail / Hotel / Tourism and Others
Marketing / Market Research
Sales / Account Servicing / Business Development"
(Part Time / Freelance) Dodgeball Tutor (兼職 / 自由工作者) 躲避盤 導師,Life Learn Limited,JIS00336006,2024-08-23,2024-09-21,"Part Time, Temporary",HKD ($) 150 - 200 per hour,1,Hong Kong - New Territories,"準時守時，工作有交代，有責任心；
以小組教授學生基本的躲避盤的理論知識，訓練技術，戰術和體能；
優先錄取：
如有相關證書及小組教授經驗者；
如有教授特殊學習需要（SEN）學生經驗；
如有帶領隊員參加公開比賽
Work punctually & be responsible for teaching
Teach skills and knowledge of Dodgebee in a form of group
As an advantage:
Have related certificate and group teaching experience
Have working experience of teaching SEN students
Have experience in participating competition as a tutor",Knowledge and skills of Dodgebee ,2021 - 2028,Any Discipline,"Higher Diploma / Associate Degree, Bachelor, Master / Postgraduate Diploma, Doctorate or above",None,"Life Learn (HK) 動學人生 is a fast growth event management company, especially on organizing large-scale activities, corporate training, team building programmes, digital marketing solutions for clients. We are one of leader in providing innovation non-academic courses for all secondary schools in Hong Kong, include local, international, and special schools. Besides, we have a professional team on teaching special education need students and mentally handicapped students.
We focus on corporate social responsibilities, have more than 500 registered volunteers on providing various services to our community. Aims of our volunteer team are:
Caring on underprivileged person
Promoting newly hot sports
Building development platform for youth
Protecting environment
Caring on animals",,"Unit 31,5/F, Thriving Industrial Centre, 26-38 Sha Tsui Road, Tsuen Wan, N.T., Hong Kong",HR-Dept@LifeLearnHK.com,6302-4604,2120-3676,http://www.LifeLearnHK.com,,Education,Education
教學助理,Lok Sin Tong Ku Chiu Man Secondary School,JIS00335995,2024-08-23,2024-09-21,"Full Time, Graduate",Negotiable,1,Hong Kong - New Territories,協助學生學習/學生成長工作,"應徵者須大專或以上程度，有相關工作經驗可優先考慮。
申請辦法﹕有意申請者電郵申請信至email@lstkcmss.edu.hk或郵寄至本校，並請註明申請職位，合則約見。",2021 - 2025,Any Discipline,"Higher Diploma / Associate Degree, Bachelor",None,樂善堂顧超文中學是政府資助的文法中學，創校於1978年，由九龍樂善堂營辦。本校秉承樂善堂的辦學宗旨，為青少年提供優質、完善及均衡的學校教育，著重學生潛能的發展，使其透過不倦的學習、體驗和實踐，建立積極的人生態度、熱心服務的精神和貢獻社會的胸懷。,,"301 Kwai Shing Circuit, Kwai Chung, N.T, Hong Kong",email@lstkcmss.edu.hk,24295171,,https://www.lstkcmss.edu.hk/,,Education,Education
Assistant Officer - Credit Control,DCH Auriga (Hong Kong) Limited,JIS00335993,2024-08-23,2024-09-21,"Full Time, Graduate",Negotiable,1,Kwai Fong,"Conduct comprehensive credit assessments on new and existing clients
Monitor clients' accounts for changes in credit risk profiles
Resolve billing disputes and discrepancies
Collaborate with sales and operations teams to resolve order issues
Ensure timely processing of orders while maintaining appropriate risk levels
Prepare regular reports on credit control activities, including collection performance, bad debt levels, and credit limit utilization","Diploma or above in Accounting, Economics, Business Administration or related discipline
Minimum 2 years of relevant work experience in credit control or accounts receivable
Strong proficiency in MS Excel and Word; experience with ERP systems is a plus
Excellent analytical and problem-solving skills
Strong communication skills in both English and Chinese (Cantonese and Mandarin)
Ability to work independently and lead a team effectively
Detail-oriented with strong organizational skills
Experience in trading or distribution industry is preferred
  All applications received will be used exclusively for recruitment purposes only. Applicants who are not contacted within 8 weeks should consider their application unsuccessful for the position advertised. Data supplied by applicants will be kept for 6 months.",2021 - 2024,"Accounting & Finance, Business Administration, Economics","Higher Diploma / Associate Degree, Bachelor, Master / Postgraduate Diploma",1 year,"  DCH Auriga (former company name LF Asia), a member of Dah Chong Hong Holdings, is an Asia-based integrated market management provider specialising in healthcare. Offering comprehensive commercial and logistics solutions, DCH Auriga partners with the world’s leading healthcare companies to distribute pharmaceuticals, medical devices, surgical equipment, diagnostics and OTC products for more than 500 brands into hospitals, pharmacies and specialty stores across Asia. We are looking for high caliber individual to fill the following positions.
We offer opportunities for development in addition to a competitive salary and fringe benefits to the right candidates. Please email your detailed resume with contact telephone numbers, current and expected salary to JoinUsHKG@dchauriga.com",,"11/F, Wyler Centre I, 202-210 Tai Lin Pai Road, Kwai Chung, N.T",JoinUsHKG@dchauriga.com,,,,,Trading / Sourcing / Merchandising,Accounting / Auditing / Tax
Finance Intern,GCL Technology Holdings Limited,JIS00335956,2024-08-23,2024-09-21,"Part Time, Internship",Negotiable,1,"International Commerce Centre, 1 Austin Road West Kowloon, Hong Kong","- Work with the Finance team to finish reporting and data consolidation

- Support the team's daily operations and administrative tasks

- Perform ad-hoc projects or assignments as required","- Year 3~4 full-time undergraduate / postgraduate students majoring in Accounting/Finance or other related majors

- Able to work full time from Mon to Fri during summer holiday

- Proficient in PC skills (MS Word, Excel, PowerPoint & Excel)

- Good team player with strong number sense

- Excellent command of both written and spoken English and Chinese, ",2025 - 2027,Any Discipline,"Master / Postgraduate Diploma, Bachelor",None,"GCL Technology Holdings Limited
(“GCL TECH”, a constituent of Hang Seng Composite Index, stock code: 3800.HK) is one of the world’s largest solar photovoltaic enterprises. GCL TECH is dedicated to promoting the extensive application of solar power in the world. After years of expansion and development, GCL TECH has become the world’s leading supplier of PV materials and the expert to provide the most professional PV system solutions. GCL TECH also possesses several large-scale solar farms globally and abundant experience in the operation and management of solar farms.",,,gclhr@gcl-power.com.hk,3761 3100,2536 9638,http://www.gcl-poly.com.hk/,,Energy / Utilities,Accounting / Auditing / Tax
Project Coordinator/ Sales Coordinator,Maxgrand Limited,JIS00335933,2024-08-23,2024-09-21,"Full Time, Graduate",HKD ($) 15K - 16K per month,1,Kwai Hing,"assist in coordination of the projects.
assist in project management and statutory submissions for development projects.
assist in order processing and issuing quotations.
samples / production arrangement.
liaise with customers and suppliers.","Proficiency in Microsoft Word, Excel 
Detailed-mind, Independent and out-going personality.",2020 - 2023,Any Discipline,"Bachelor, Higher Diploma / Associate Degree",None,"Maxgrand Limited is a leading supplier of lighting supplier based in Hong Kong. We specialize in providing customized lighting solutions to our customers.  We work closely with government agencies, academic institutions, commercial and residential businesses, hospitality operators, hospitals, shopping arcades, retail and F&B chain stores.

With 30 years of lighting experience, we provide comprehensive & reliable lighting solutions. Offer extend from professional consultation & technical support, through to supply of quality luminaires.

We currently have openings and would like to invite potential individual to join us.  You are welcome to visit our website: https://www.maxgrand.com.hk",,"Unit B2,6/F, Block B, Easten Sea Industrial Building, 48-56 Tai Lin Pai Road, Kwai Chung, N.T., Hong kong",hr.dept@maxgrand.com.hk,39276363,39276371,,Please send your CV with expected salary stated.,Trading / Sourcing / Merchandising,"Sales / Account Servicing / Business Development
Merchandising / Buying
Marketing / Market Research"
