Title,Company,Reference Code,Posted Date,Closing Date,Employment Mode,Salary,Vacancy,Location,Job Description,Skills & Requirements,Graduation Year,Fields of Study,Education Level (pursuing / obtained),Required Level of Work Experience,About Company,Application Methods,Address,Email,Phone,Fax,Website,Note,Nature of Business,Job Categories
Youth Worker (Business Analyst)(用戶體驗組),The Hong Kong Federation of Youth Groups - Head Office,JIS00335567,2024-08-15,2024-09-13,"Full Time, Graduate",HKD ($) 22.14K - 32.6K per month,1,Aberdeen,"Work closely with stakeholders to collect user requirements, conduct user research, and usability tests to understand user needs, preferences, and pain points.
Analyze data collected from various sources to identify patterns, trends, and opportunities for improvement.
Create wireframes, mockups, and prototypes to visualize and validate user interface designs, ensuring they align with user expectations and business objectives.
Plan and conduct usability tests to evaluate the effectiveness and efficiency of user interfaces, identify areas for improvement, and gather user feedback.
Prepare user manuals and provide training to users to facilitate their use of the platform.","Bachelor's degree in Business Administration, Computer Science, Information Systems, Media and Communication, or a related field.
Strong understanding of user-centered design principles.
Excellent analytical and problem-solving abilities.
Effective verbal and written communication skills, with the ability to clearly convey technical concepts and findings to both technical and non-technical stakeholders.
Strong interpersonal skills and the ability to collaborate effectively with cross-functional teams.
Familiarity with IT systems or software development. Knowledge of web and mobile technologies, responsive design, and accessibility standards is highly desirable.
Experience as a Business Analyst is preferable; fresh graduates are also welcome.
Full-time employee benefits: paid annual leave, family leave and medical allowance.
Prospective employee(s) undertaking child-related work will be required to undergo the Sexual Conviction Record Check on a voluntary basis.",2019 - 2024,"Business Administration, Computer Science & Engineering, Information System Management, Media & Cultural Studies",Bachelor,None,"The Hong Kong Federation of Youth Groups (HKFYG) is the city's largest youth service organisation. Since its establishment in 1960, the HKFYG has been providing opportunities and facilities for the social, educational, cultural and physical development of young people. Income is obtained primarily from government subvention, as well as grants from the Community Chest of Hong Kong, the Hong Kong Jockey Club Charities Trust, other trust funds, programme fees, and both private and corporate donations.
The HKFYG, through its youth membership network, provides quality services that address the issues and concerns of young people and promotes healthy all-round development. Over 70 service units organise more than 20,000 activities annually, with attendance to the various programmes now standing at five million a year. Over 450,000 registered members are engaged through the online platform, easymember.hk and the HKFYG app.",,"21/F, The Hong Kong Federation of Youth Groups Building 21 Pak Fuk Road, North Point, Hong Kong",recruit@hkfyg.org.hk,852 25272448,852 25282105,https://erecruit.hkfyg.org.hk/,"To apply, please submit an online application at HKFYG Recruitment Portal erecruit.hkfyg.org.hk OR complete the application form (downloaded from erecruit.hkfyg.org.hk/ApplicationForm.doc) and email to recruit@hkfyg.org.hk OR click “Apply Now” via Jijis. ",Quasi-government / Non-profit Organisation,Others
TRAINEE: Market Activity Analyst,Societe Generale - Hong Kong Branch,JIS00335489,2024-08-15,2024-09-13,"Full Time, Graduate",HKD ($) 30K - 34K per month,1,Hong Kong - Hong Kong Island,"RESPONSIBILITIES
  1st year: 
Trained for transversal tasks brodely on the P&L and market risk certification and monitoring process 
Focus on the project for industrialization and optimization (hominization) of market risk monitoring and trading desk activity monitoring cross the SMEs 
Focus on the treasury desk daily activity monitoring 
2nd year:
Enlarge the scope from treasury to other perimeters upon the situation, subjected to the candidate's performance and skill set raised    
Continued the project assigned in the first year
Focus on special request and ad-hoc analysis (simulations)
Candidates with outstanding performance will be considered for early conversion to permanent roles.
What We Offer
Your life doesn’t revolve around your job. So, find the job that revolves around your life.
The Trainee role is a full time 24-month contract with Societe Generale where you will have access to a diverse range of training materials to help you succeed, covering various aspects of businesses, including but not limited to technical skills, leadership development, communication skills, client service and relationship management. To be eligible, please ensure you have completed your qualification and will be available to work full time for the duration of Trainee contract.","Hold a relevant bachelor's or master's degree in mathematics, Finance, Economics, Engineering or similar
Ability to work under pressure and able to meet deadlines and anticipate potential issues
Good communication, teamworking and organizational skills
Able to adapt quickly to changes in a fast-paced environment
Good command of Excel and knowledge of python is mandatory
Fluent English is mandatory 
Behavioral Skills:
Client - Sales and Marketing Strategy: I contribute to adapt our offer to our clients'/internal partners' needs
Team Spirit - Synergies: I make cooperation with colleagues in and outside my team a priority
Innovation - Technology: I adopt new technologies in the solutions and projects I work on
Responsibility - Accountability: I make decisions in my scope of responsibilities
Responsibility - Risk awareness: I am constantly on the lookout for risks
Commitment - Sustainability: I strive to develop my skills and knowledge",2024 - 2025,Any Discipline,"Doctorate or above, Master / Postgraduate Diploma",None,"Company Description:
Societe Generale is one of the leading European financial services groups. Based on a diversified and integrated banking model, the Group combines financial strength and proven expertise in innovation with a strategy of sustainable growth. Committed to the positive transformations of the world’s societies and economies, Societe Generale seeks to build together with its clients, a better and sustainable future through responsible and innovative financial solutions. Active in the real economy for over 160 years, with a solid position in Europe and connected to the rest of the world, Societe Generale has over 126,000 employees in 65 countries and supports 25 million individual clients, businesses and institutional investors worldwide (figures as of January 2024). We have a presence in 11 locations across Asia Pacific. With our regional headquarters in Hong Kong – a core hub of the worldwide Societe Generale Group – we employ around 2,200 employees in the region. In addition, Societe Generale's Global Solution Centre (SGGSC) in Bangalore and Chennai supports the Group in Asia Pacific and globally with customized business solutions.
We are an equal opportunities employer, and we are proud to make diversity a strength for our company. Societe Generale is committed to recognizing and promoting all talents, regardless of their beliefs, age, disability, parental status, ethnic origin, nationality, gender identity, sexual orientation, membership of a political, religious, trade union or minority organization, or any other characteristic that could be subject to discrimination.
We are committed to offering an inclusive recruitment experience to all candidates.  If you require any accommodations or adjustments as a result of a disability, impairment or health condition, please do not hesitate to let us know.
Department Description:
The Metric Monitoring Group is part of Market Risk Department, and its mandate mainly consist of the following:
PnL Certification
Market Risk Certification
Projects 
Trainee will work on the transversal projects.
Short term project P&L/IA evolution report (powerBI) and Trading desk activity monitoring
Support the team in setting up and documenting the data infrastructure on risk and control reports. Furthermore, assists the team to utilize advanced analytics method to stay head of current risks and explore risk intelligence solutions to improve risk management framework.","Please address your application to : Cynthia Lui, HR, HR","Level 38, 3 Pacific Place 1 Queen's Road East Hong Kong",Cihrs-Asia-Recruitment@socgen.com,852 2583 8600,852 2166 4647,https://careers.societegenerale.com/en/job-offers/trainee-market-activity-analyst-24000KLR-en,,Banking / Financial Services,Banking and Finance Executive
支援幼稚園老師(6至8月份) (青樂幼稚園/青樂幼兒園),The Hong Kong Federation of Youth Groups - Head Office,JIS00335564,2024-08-15,2024-09-13,"Full Time, Graduate",HKD ($) 25.11K - 32.6K per month,1,西灣河,"照顧及教導幼兒
編寫教案及帶領活動
處理班務及與家長溝通聯絡
執行上級指派的職務","具幼兒教育高級文憑
持幼兒教育學士學位優先
註冊幼稚園老師(RT)
註冊幼兒工作員(CCW)
懂簡單word、excel等文書處理
喜歡小朋友
必須通過《基本法及香港國安法》測試
工作與兒童有關，準僱員需自願進行《性罪行定罪紀錄查核》",2020 - 2024,Education,"Bachelor, Higher Diploma / Associate Degree",None,"香港青年協會（簡稱青協）於1960年成立，是香港最具規模的非牟利青年服務機構。主要宗旨是為青少年提供專業而多元化的服務及活動，使青少年在德、智、體、群、美等各方面獲得均衡發展；其經費主要來自政府津貼、公益金撥款、賽馬會捐助、信託基金、活動收費、企業及個人捐獻等。
青協特別設有會員制度與各項專業服務，為全港青年及家庭提供支援及有益身心的活動。轄下超過70個服務單位，每年提供超過20,000項活動，參與人次達500多萬。青協服務以青年為本，致力拓展下列12項「核心服務」，以回應青少年不斷轉變的需要；同時亦透過全新的「青協 會員易」(easymember.hk)平台及手機應用程式，全面聯繫超過45萬名登記會員。",,,recruit@hkfyg.org.hk,,,https://erecruit.hkfyg.org.hk,"求職者可於erecruit.hkfyg.org.hk遞交網上申請；或於erecruit.hkfyg.org.hk/ApplicationForm.doc下載申請表格, 填妥後電郵 (recruit@hkfyg.org.hk) 香港青年協會；或將履歷表及要求待遇經Jijis “Apply Now”網上申請。
   ",Quasi-government / Non-profit Organisation,Education
Youth Worker 青年工作員(香港青年協會有機農莊),The Hong Kong Federation of Youth Groups - Head Office,JIS00335563,2024-08-15,2024-09-13,"Full Time, Graduate",HKD ($) 22.14K - 32.6K per month,2,元朗錦田,"負責主力籌辦及推行基金資助項目
需統籌活動市場推廣及設計工作
需協助農莊的恆常工作及入校活動
處理計劃的行政及財務工作，包括控制計劃開支、撰寫活動紀錄及報告、評估計劃成效等
籌備及推行有關教育活動、工作坊、社區教育活動及開放日
管理及培訓義工
管理農產品銷售及設計銷售策略、協助出菜、購買物資等
跟進客戶服務工作
管理網站及行政工作
其他指派之工作","大專程度或以上學歷
一年或以上農業及相關管理工作經驗
具良好中、英文說話及書寫能力
持有有效駕駛執照(2牌)優先
具耕種、環保、生態導賞及推行教育活動經驗者優先
具銷售及業務發展經驗優先
擅長電腦運作處理及分析數據
具統籌大型活動經驗
具活動策劃及帶領經驗
具有良好的人際網絡及協作能力
主動、獨立及具責任感
自律、正向及創新思維
有魄力、熱誠、處事成熟
具分析及解難能力
良好人際關係及溝通協作能力
對種植和健康飲食有興趣
全職員工福利：有薪年假、家庭假期及醫療津貼
工作與兒童有關，準僱員需自願進行《性罪行定罪紀錄查核》",2019 - 2024,Any Discipline,"Bachelor, Higher Diploma / Associate Degree",1 year,"香港青年協會（簡稱青協）於1960年成立，是香港最具規模的非牟利青年服務機構。主要宗旨是為青少年提供專業而多元化的服務及活動，使青少年在德、智、體、群、美等各方面獲得均衡發展；其經費主要來自政府津貼、公益金撥款、賽馬會捐助、信託基金、活動收費、企業及個人捐獻等。
青協設有會員制度與各項專業服務，為全港青年及家庭提供支援及有益身心的活動。轄下超過80個服務單位，每年提供超過25,000項活動，參與人次接近600。青協服務以青年為本，致力拓展下列12項「核心服務」，以回應青少年不斷轉變的需要；同時亦透過「青協 會員易」(easymember.hk)平台及青協手機應用程式，全面聯繫逾45萬名登記會員。",,"21/F, The Hong Kong Federation of Youth Groups Building 21 Pak Fuk Road, North Point, Hong Kong",recruit@hkfyg.org.hk,852 25272448,852 25282105,https://erecruit.hkfyg.org.hk/,"求職者可於erecruit.hkfyg.org.hk遞交網上申請；或於erecruit.hkfyg.org.hk/ApplicationForm.doc下載申請表格, 填妥後電郵 (recruit@hkfyg.org.hk) 香港青年協會；或將履歷表及要求待遇經Jijis “Apply Now”網上申請。
   ",Quasi-government / Non-profit Organisation,Others
Operations Associate/Analyst,Xingtai Capital Management Limited,JIS00335530,2024-08-15,2024-09-12,"Full Time, Graduate",HKD ($) 15K - 20K per month,1,Central,"We are hiring a high calibre professional to join our Operations team as Operations Associate. The candidate will be based in our HK office.
  Operations Associate/Analyst
  Job Descriptions:
  Maintain portfolio accounting and trading systems (Enfusion) and interface with all areas of the firm.
Resolve trade settlement issues in a timely manner; ensure daily prices and custodial files are implemented on a timely and accurate basis.
Perform daily cash and position reconciliations of systems to custodial / fund administrator records.
Prepare NAV and fund performance files.
Enhance workflow/system improvements and work with supervisor and operations team to enact change.
Prepare the company’s budget, management accounts and FRR
Prepare regulatory filings in relation to SFC, CIMA, US regulatory and compliance obligations.
Close communications with different vendors and firm stakeholders.
 ","Qualifications Requirements:
Degree or above in Finance, Economics, Engineering or related discipline;
Proficiency with Bloomberg and other electronic trading tools;
Excellent skill with Excel spreadsheet (including VBAs);
Attention to detail, positive professional attitude, and ability to work in a team environment.
Strong interpersonal and communication skills;
Experience is not a must;
Candidate does not require a work visa application;
Immediately available is preferred.",2023 - 2024,Any Discipline,Bachelor,None,"Xingtai Capital is a Chinese long-only equity fund, investing in Chinese growth with a value driven approach. Xingtai Capital has offices in Hong Kong and Shanghai. Our firm is governed and regulated by the Hong Kong SFC, while maintaining a local, on-the-ground presence in Shanghai for our investment strategy and research.",,,hr@xingtaicap.com,22488566,,,,Banking / Financial Services,Banking and Finance Executive
Marketing Officer (Fresh graduates are also welcomed),"Educational Publishing House, Limited",JIS00335492,2024-08-15,2024-09-13,"Full Time, Graduate",HKD ($) 17K - 23K per month,1,Tsuen Wan,"Plan, execute and manage both physical and virtual marketing events including seminars, workshops, exhibitions and etc.
Implement product launch, marketing campaigns/programs and joint promotions for Hong Kong and Macau markets
Responsible for planning and executing online promotion campaigns through digital communication channels
Evaluate the effectiveness of marketing campaigns and activities
Liaise with internal and external parties to implement the marketing programs
Prepare and develop marketing materials, such as product catalogues, leaflets, brochures, newsletters and advertisement, including drafting content, developing design concept, arranging printing and internal packaging
Keep updating of customer needs, market trends and competitor activities
Undertake any other responsibilities as assigned by supervisor","Degree holder of Marketing, Business, Education, Communications or other related disciplines
1-3 years of experience in marketing 
Familiar with publishing and education industry, event management and marketing communication.
Excellent in written and spoken English and Chinese
Excellent communication, coordination and organizational skills
Be able to work under pressure and meet deadlines
Mature, initiative, creative, independent, detail-minded
Fresh graduates are also welcomed
Candidates with more experience will be considered as Senior Marketing Officer.",2021 - 2024,Any Discipline,"Bachelor, Master / Postgraduate Diploma",1 year,"Founded in 1924, Popular Holdings Limited is based in Singapore. Popular Holdings provides core services in publishing, retail & distribution, and e-learning. Through its subsidiaries, Popular Group enjoys a strong presence in Singapore, Malaysia, Hong Kong, China, Macau, Taiwan and Canada.",,"14/Floor, Tsuen Wan Industrial Centre, 220-248 Texaco Road, Tsuen Wan, New Territories",recruit@popularworld.com,852 2942 6593,852 2419 2290,,"Interested parties please apply with your full resume with stating present and expected salary by clicking ""Apply Now"".",Education,"Journalist / Editor / Translation / Copy Writing / Communications
Marketing / Market Research
PR / Event Management"
ABA Therapist with Professional Training (5-days work) - Fresh Graduates are welcome,Autism Partnership Limited,JIS00335494,2024-08-15,2024-08-30,"Full Time, Graduate",HKD ($) 15K - 22K per month,10,Hong Kong - Kowloon,"Job Highlights
  Comprehensive training under our Training Academy
  Overseas Job opportunities for 10 office worldwide
  Guarantee Promotion Based on Skills Acquisition
Job Description
Benefits
In-depth Didactic and Hands-on Training from our Training Academy
Overseas Working Opportunities
International Relocation Opportunities
Guarantee Promotion Based on Skills Acquisition
Ongoing mentorship program and regular on-job training
Performance Bonus
Opportunity for rapid career advancement
Strong team of over 400 full time pyshologist , therapist and supervisor in 10 office wordwide, including, USA, Canada, United Kingdom, Australia, Singapore, Philippines ,Korea, Kuwait, China – Beijing and Hong Kong.
Work-life Balance - 5 Days working with no OT
Open-mind, flexible, friendly, respectful and fun company culture
Annually team-building activities + Annual Dinner!
 Applicants should be :
Highly passionate towards children/young adults
Bilingual in Cantonese and English
Degree holder (Fresh graduates are welcome)
Excellent interpersonal and communication skills
Energetic and outgoing","Teaching children with autism is a very unique profession and it requires patience, enthusiasm and commitment.  Autism Partnership would like to invite high caliber and energetic individuals to join us as Behavioral Therapists to implement 1 on 1 therapy and group treatment programs.
What is your role?
Behavioral Therapists will implement treatment programs locally and overseas, observe and record children’s behaviors, monitor student progress, participate in clinics and team meetings, and receive pre-service and ongoing training from Program Supervisors and Consultants. ",2020 - 2024,Any Discipline,"Master / Postgraduate Diploma, Bachelor",None,"Autism Partnership (AP), formed in 1994 in Los Angeles, California, is one of the world's largest and most established Applied Behavior Analysis (ABA) service providers for Autism Spectrum Disorders with over 50 years of experience.
AP Hong Kong opened in 1999 and is the first organization in Hong Kong to specialize in designing progressive ABA treatment services for children with ASD. AP Hong Kong office has over 21,000 sq feet with huge resources of learning material and carefully selected toys that sets the best learning environment and facilities. AP currently has centres in 9 countries including United States, United Kingdom, Canada, China, Singapore, Philippines, Korea, Australia and Kuwait, with over 300 full-time psychologists, therapists and supervisors dedicated to serve children with ASD.",,"7/F 633 King's Road, North Point, Hong Kong.",hr@autismpartnershiphk.com,852 25263812,852 29824403,http://www.autismpartnershiphk.com,,Education,Education
R&D Physicist,Jabez Innovation Limited,JIS00335495,2024-08-15,2024-09-13,"Full Time, Graduate",HKD ($) 22K - 40K per month,1,Shatin,"Become a part of our growing Research & Development team that values your creativity. You will be tasked to aid development processes of innovative acoustics products from scratch or improve existing ones. From material research to on-site installation, you will take part in the entire cycle of development and optimization of our products, which are targeted to be sold in the UK.","Essential qualities
B.Eng/B.Sc, M.Sc/M.Eng/M.Phil, PhD in Mechanical Engineering or Physics
Fresh graduates are welcome
Fluency in English communication
Desirable qualities
Tendency to pursue a long-term career in London in the near future
Preferable knowledge in vibration damping and time-domain dynamic FEA
Training will be provided but having any of the following is a plus:
Experience in product design or development
Proficiency in computer-aided 3D modelling
Proficiency in Finite Element Analysis (FEA)
Background in acoustics / noise & vibrations / railway environment
Responsibilities
Research and develop noise control products and corresponding theories
Participate in product development cycle, examples:
CAD – 3D design drawings, stress analysis by FEA
Prototyping - Oversee and review the manufacturing process of products 
Site testing – Provide demonstration to potential clients and receive feedback
Standards – Design and review products to ensure compliance to HK/UK standards
Problem Solving - Resolve unexpected issues swiftly to ensure smooth production
Conduct noise and vibration measurement and analyze resulted data
Assist in patent application and paper publishing
Overseas (e.g. London, Netherlands) work (exhibitions, conferences, and fieldwork) may be required irregularly
Why join us?
Gain international working experiences and exposure
Enjoy a flat and flexible working environment",2021 - 2024,"Engineering, Applied Physics",Bachelor,None,"Jabez Innovation Limited constantly challenge boundaries to develop and provide the best product and service to railway noise problem through innovation so as to re-invest and nurturing talents to benefit the society as well as improving industry’s standard. Our Q Damper, a Rigid Contact Tuned Mass Rail Damper, is a highly adaptable retrofit solution for railway noise with the best performance of the same product class that could compete with noise barrier. Our next project is Q Grinder, a magnetic diamond mini rail grinder, as an alternative to grinding train that eliminates workmanship issues for excessive rail roughness.",,,recruitment@jabez.hk,,,http://jabez.hk,,Environmental / Sustainability,"Research & Development
Engineering - Electronic / Industrial / Electrical / Mechanical and others"
Graduate Structural Engineer,Buro Happold International (Hong Kong) LImited,JIS00335496,2024-08-15,2024-09-13,"Full Time, Graduate",Negotiable,1,Wanchai,"Key Duties
Undertake detailed engineering design.
Plan and help manage CAD documentation of design work.
Work closely with and monitor performance of Technician (as appropriate).
Under guidance of senior staff, represent Buro Happold at meetings with the client, other professionals and suppliers.
Ensure service and project work are carried out within agreed deadlines and within budget.
Ensure that appropriate service/design decisions are met.
Ensure senior staff are kept informed of important and relevant service/design decisions and the objectives of the company and the client are achieved.
Coordinating work with other members of the project team.
Ensuring all relevant Buro Happold staff are informed of client matters.
Actively work towards professional accreditation. 
Readiness for agile working and ability to work in diverse environment and diverse projects","Must have - Strong basis in structural engineering principles and keen interest in structural engineering
Enthusiastic about work and proactive about learning, asking questions, innovating and staying up to date with industry trends
Ability to accept a degree of responsibility in a team-based organisation, combined with ability to work independently.
Microsoft Office, specifically Excel (a detailed understanding including the use of macros).
Experience using common analysis software (including or similar to CSC Fastrak, TEDDS, ROBOT, ETABS and SAFE) and willingness to quickly learn to use these analysis packages if required.
Strong interpersonal and organisational skills.
Proficiency in English
Bachelors and/or Masters degree in structural or civil engineering. ",2021 - 2024,"Civil / Structural Engineering, Engineering, Building Services Engineering, Building Surveying & Construction Management","Bachelor, Master / Postgraduate Diploma",None,"We are a world-class global practice of engineers, designers and advisors. We create transformative outcomes for clients and communities through integrated thinking and a truly interdisciplinary, interconnected community of passionate experts. 
Our founder, Sir Ted Happold, believed that it was out of the different skills and bodies of knowledge we have across our firm, that the quality of what we do really emerges. 
This culture of collaboration and respect is as strong today as ever and drives us to deliver elegant solutions that leave a positive lasting legacy for the communities we work in and the environment. We value human wellbeing, embrace mutual responsibility and understand that a sustainable future is intrinsic to the economic and social impact of our work.  
Work with us to deliver a truly transformative future.",,,,,,https://careershub.burohappold.com/members/modules/job/detail.php?record=139,Please fill in the applicaton online with your availability and expected salary in resume attached.,Engineering,Engineering - Construction / Building Services
Engineer Trainee,Takasago Thermal Engineering (Hong Kong) Company Limited,JIS00335497,2024-08-15,2024-09-13,"Full Time, Graduate",HKD ($) 20K - 21K per month,3,Hong Kong - Kowloon / New Territories,"Fresh graduate degree holder in building services engineering and mechanical discipline. Offer HKIE - Scheme A Training. Japan owned registered specialist ventilation contract which have been handling large scale MVAC project. Preparing drawings in AutoCAD and BIM, Site co-ordination and supervision for HVAC Installation, contract management, consultancy and special cleanroom testing projects.","Graduate in building services engineering or mechanical engineering discipline.
Knowledge in AutoCAD.
Knowledge in building information modeling (BIM) based on Autodesk Revit platform is an advantage.
Fluent spoken and written English and Cantonese.
Independent, hardworking, organized, self-motivated and strong sense of responsibility.",2023 - 2024,"Building Services Engineering, Electrical / Electronic / Energy Engineering, Engineering, Mechanical Engineering",Bachelor,None,"Company Introduction:
Takasago Thermal Engineering (H.K.) Co., Ltd. was established in 1994 and is wholly owned by Takasago Japan Headquarter. Takasago HK Ltd. has qualified the major E&M licenses and registrations, including HK registered specialist (ventilation) contractor, HK registered electrical contractor and HK Government approved HVAC specialist contractor (Group II), etc.
Product / Services
Cleanroom/laboratory construction and general heating, ventilation & air-conditioning system installation. ",,"Unit A, 15/F., Yardley Commercial Building, No. 3 Connaught Road West, Hong Kong",hk_info@tte-net.com,852 2520 2403,852 2861 0795,http://www.takasago.com.hk/en/,,Engineering,"Engineering - Electronic / Industrial / Electrical / Mechanical and others
Engineering - Construction / Building Services"
Manager Trainee (Business Development),AM730 Media Limited,JIS00335500,2024-08-15,2024-09-10,"Full Time, Graduate",HKD ($) 15K - 18K per month,1,wong chuk hang,"Develop/explore new business opportunities on our offline and online advertising platforms
Supervise advertising campaigns from idea generation, proposal planning to execution
Manage long term relationships with advertisers and agencies for repeated business
Work closely with internal departments for different projects
Achieve sales target with sales strategies","Diploma or above holder in any disciplines (Fresh graduates will also be considered)
Good interpersonal, presentation and communication skills
Creative, proactive team player, self-motivated and sociable
Good in written and spoken English, Cantonese and Mandarin is preferable
Immediate available is highly preferred",2023 - 2024,Any Discipline,"Bachelor, Higher Diploma / Associate Degree",None,"am730 is the most credible free Chinese newspaper in the way of neutral reporting policy and provide multi-angle analysis since 2005. We are a dynamic and creative media company to diversify our business not only printing but also online advertising, social medial platforms, websites, mobile applications, video sharing channels and online shopping.  

We are looking for an enthusiastic and aggressive Manager Trainee(Business Development) to develop a career with us. ","Please address your application to : Peggy Yik, SR.HR Officer, HR Dept.",,peggyyik@am730.com.hk,,,https://www.am730.com.hk,,Media / Publishing / Communication,"Sales / Account Servicing / Business Development
Management Trainee
Others"
Administrative Assistant (O2O Leasing Team) - Welcome Fresh Graduates,Hong Kong Technology Venture Company Limited,JIS00335501,2024-08-15,2024-09-12,"Full Time, Graduate",HKD ($) 17K - 20K per month,1,Tseung Kwan O,"What You will be Doing
Provide administrative and clerical support to O2O leasing team
Prepare and update reports and presentation materials
Work with internal parties, including operation team, sales team, CS team, finance team, etc. to complete the administrative tasks
Handle ad hoc assignments independently with tight deadlines"," Who is Our Right Fit
Diploma or above, graduated from Business Administration or related disciplines is an advantage
Good organization skill, self-motivated, detail oriented, resourceful and a strong sense of responsibility
Knowledge of e-commerce, digital platform and retail industry is an advantage
Excellent command of both English and Chinese
Proficient in PC applications including MS Word, Excel, PPT",2021 - 2024,Any Discipline,"Higher Diploma / Associate Degree, Bachelor",None,"Hong Kong Technology Venture Company Limited is a Hong Kong listed company (SEHK: 1137).
The Group currently engages in the development of Hong Kong's largest 24-hour online shopping mall, HKTVmall, providing an ""one-stop shop"" platform to people in Hong Kong, including entertainment, online shopping, delivery service and impressive customer experience. The Group has set up another business in 2020 – Shoalter Technology Limited (“Shoalter”) – a technology provider on eCommerce solution aiming to enable any traditional supermarkets or retailers locally and globally to enter into digital retailing successfully.
Aiming to seize the opportunity in eCommence and technology development, it’s your turn now! Welcome you to join HKTV Group NOW to create a new career peak under the leading eCommerce and technology brand in Hong Kong.
Being a HKTVer, You Can Enjoy

Competitive salary with attractive Talent Benefits, including:
Five-day week with flexi working hours before 10.00 am for selected functions in TKO office
Over 300,000 square feet headquarter, well equipped with self-run canteen, relaxing collaboration area
Free morning bus from selected districts (such as Tuen Mun, Tsuen Wan, Shatin, etc.) to office
Free round-trip shuttle bus service to the nearest MTR stations 3 times per hour
Talent 20% Off Purchase Discount Program
Attractive education partnership allowance
16 - 24-day annual leave, marriage, maternity, paternity, exam, birthday leave*, 2-day family care leave*, full pay sick leave and compassionate leave
Comprehensive dental benefit
Medical and life insurance coverage
Professional training and career advancement opportunities
*for Talents with over 1-year employment

We hope to see all high caliber talents joining this unparalleled e-commerce platform very soon.",,"1 Chun Cheong Street, Tseung Kwan O Industrial Estate",,,,https://applynow.net.au/jobs/HKTV202,,Media / Publishing / Communication,Administration - Private Sector
Sales Executive (ThePlace) - Welcome Fresh Graduates,Hong Kong Technology Venture Company Limited,JIS00335502,2024-08-15,2024-09-13,"Full Time, Graduate",HKD ($) 17K - 25K per month,1,Tseung Kwan O,"What You will Be Doing
Perform market research to identify new leads and engage with potential merchant partners to establish strategies for pursuing new opportunities
Develop and deliver pitches to potential new merchant partners
Promote HKTVmall’s services based on merchant partners’ objectives
Build strong relationships with customers, outside business contacts, and company stakeholders
Prepare sales contracts and provide basic on-boarding training to newly acquired merchants
Carry out and complete ad hoc projects and tasks assigned by Management
 ","Who is our Right Fit
Degree in business or other related discipline
Minimum 2 years of relevant working experience
Proven sales track record
Experience in e-Commerce / retail industry is an advantage
Proficient in MS Office, particularly in Excel
Good presentation and interpersonal skills
Excellent written and verbal communication skills
Candidate with less experience will be considered as Senior Sales Executive",2021 - 2024,Any Discipline,"Bachelor, Higher Diploma / Associate Degree",None,"Hong Kong Technology Venture Company Limited is a Hong Kong listed company (SEHK: 1137).
The Group currently engages in the development of Hong Kong's largest 24-hour online shopping mall, HKTVmall, providing an ""one-stop shop"" platform to people in Hong Kong, including entertainment, online shopping, delivery service and impressive customer experience. The Group has set up another business in 2020 – Shoalter Technology Limited (“Shoalter”) – a technology provider on eCommerce solution aiming to enable any traditional supermarkets or retailers locally and globally to enter into digital retailing successfully.
Aiming to seize the opportunity in eCommence and technology development, it’s your turn now! Welcome you to join HKTV Group NOW to create a new career peak under the leading eCommerce and technology brand in Hong Kong.
Being a HKTVer, You Can Enjoy

Competitive salary with attractive Talent Benefits, including:
Five-day week with flexi working hours before 10.00 am for selected functions in TKO office
Over 300,000 square feet headquarter, well equipped with self-run canteen, relaxing collaboration area
Free morning bus from selected districts (such as Tuen Mun, Tsuen Wan, Shatin, etc.) to office
Free round-trip shuttle bus service to the nearest MTR stations 3 times per hour
Talent 20% Off Purchase Discount Program
Attractive education partnership allowance
16 - 24-day annual leave, marriage, maternity, paternity, exam, birthday leave*, 2-day family care leave*, full pay sick leave and compassionate leave
Comprehensive dental benefit
Medical and life insurance coverage
Professional training and career advancement opportunities
*for Talents with over 1-year employment

We hope to see all high caliber talents joining this unparalleled e-commerce platform very soon.",,"1 Chun Cheong Street, Tseung Kwan O Industrial Estate",,,,https://applynow.net.au/jobs/HKTV234,,Media / Publishing / Communication,Sales / Account Servicing / Business Development
